ID,Gender,Marital_Status,Age,Education,Income,Occupation,Settlement_Size
100001686,Female,Single,28,Unknown/Other,108645,unemployed/unskilled,Small City
100001687,Male,Single,41,High School,69415,unemployed/unskilled,Small City
100001688,Female,Single,50,High School,112204,unemployed/unskilled,Small City
100001689,Female,Not-Single,23,High School,109700,Skilled,Small City
100001690,Female,Not-Single,26,High School,104484,Skilled,Small City
100001691,Female,Not-Single,22,High School,61239,unemployed/unskilled,Small City
100001692,Male,Single,37,High School,119602,unemployed/unskilled,Small City
100001693,Female,Single,38,High School,81014,unemployed/unskilled,Small City
100001694,Female,Not-Single,22,High School,68165,unemployed/unskilled,Small City
100001695,Female,Single,30,Unknown/Other,88652,unemployed/unskilled,Small City
100001696,Male,Single,38,High School,75705,unemployed/unskilled,Small City
100001697,Female,Not-Single,36,High School,104189,Skilled,Small City
100001698,Male,Single,41,High School,71603,unemployed/unskilled,Small City
100001699,Female,Not-Single,29,High School,121914,Skilled,Small City
100001700,Female,Not-Single,31,High School,106637,Skilled,Small City
100001701,Female,Single,31,Unknown/Other,99800,Skilled,Small City
100001702,Female,Single,21,Unknown/Other,67629,unemployed/unskilled,Small City
100001703,Male,Single,32,Unknown/Other,120354,Skilled,Small City
100001704,Female,Not-Single,35,High School,122110,Skilled,Small City
100001705,Male,Single,29,Unknown/Other,89170,unemployed/unskilled,Small City
100001706,Female,Single,34,High School,109195,Skilled,Small City
100001707,Female,Single,38,High School,92392,unemployed/unskilled,Small City
100001708,Female,Not-Single,33,High School,43805,unemployed/unskilled,Small City
100001709,Female,Not-Single,28,High School,68389,unemployed/unskilled,Small City
100001710,Female,Not-Single,28,High School,112521,Skilled,Small City
100001711,Male,Single,21,Unknown/Other,59255,unemployed/unskilled,Small City
100001712,Female,Not-Single,29,High School,98612,unemployed/unskilled,Small City
100001713,Female,Not-Single,26,High School,70649,unemployed/unskilled,Small City
100001714,Female,Single,40,High School,95228,unemployed/unskilled,Small City
100001715,Female,Single,25,Unknown/Other,46865,unemployed/unskilled,Small City
100001716,Male,Not-Single,20,High School,101688,Skilled,Small City
100001717,Female,Not-Single,23,High School,62618,unemployed/unskilled,Small City
100001718,Female,Single,27,Unknown/Other,102531,Skilled,Small City
100001719,Female,Single,36,High School,100737,Skilled,Small City
100001720,Female,Not-Single,25,High School,107321,Skilled,Small City
100001721,Female,Not-Single,25,High School,112879,unemployed/unskilled,Small City
100001722,Female,Not-Single,34,High School,125372,unemployed/unskilled,Small City
100001723,Female,Single,24,Unknown/Other,69419,unemployed/unskilled,Small City
100001724,Female,Single,36,High School,124759,Skilled,Small City
100001725,Female,Single,40,High School,79076,unemployed/unskilled,Small City
100001726,Male,Single,39,High School,84779,unemployed/unskilled,Small City
100001727,Female,Single,42,High School,77393,unemployed/unskilled,Small City
100001728,Male,Single,35,High School,113187,unemployed/unskilled,Small City
100001729,Female,Not-Single,27,High School,99100,Skilled,Small City
100001730,Male,Single,27,Unknown/Other,64954,unemployed/unskilled,Small City
100001731,Female,Not-Single,23,High School,103244,Skilled,Small City
100001732,Female,Not-Single,32,High School,124975,Skilled,Small City
100001733,Male,Not-Single,28,High School,133582,Skilled,Small City
100001734,Male,Single,22,Unknown/Other,103519,Skilled,Small City
100001735,Male,Single,31,Unknown/Other,117813,Skilled,Small City
100001736,Female,Not-Single,22,High School,119902,Skilled,Small City
100001737,Male,Single,23,Unknown/Other,70783,unemployed/unskilled,Small City
100001738,Female,Not-Single,35,High School,125470,unemployed/unskilled,Small City
100001739,Female,Not-Single,26,High School,109782,unemployed/unskilled,Small City
100001740,Female,Not-Single,28,High School,78322,unemployed/unskilled,Small City
100001741,Male,Single,54,High School,125517,Skilled,Small City
100001742,Female,Single,49,High School,102463,unemployed/unskilled,Small City
100001743,Female,Single,38,High School,89309,unemployed/unskilled,Small City
100001744,Female,Single,47,High School,110287,Skilled,Small City
100001745,Female,Single,49,High School,122391,unemployed/unskilled,Small City
100001746,Female,Not-Single,30,High School,116399,Skilled,Small City
100001747,Female,Single,32,Unknown/Other,81907,unemployed/unskilled,Small City
100001748,Female,Not-Single,24,High School,97909,unemployed/unskilled,Small City
100001749,Female,Single,25,Unknown/Other,68051,unemployed/unskilled,Small City
100001750,Male,Single,33,High School,82414,unemployed/unskilled,Small City
100001751,Female,Not-Single,34,High School,123089,Skilled,Small City
100001752,Female,Not-Single,24,High School,66537,unemployed/unskilled,Small City
100001753,Female,Single,36,High School,127926,unemployed/unskilled,Small City
100001754,Female,Single,41,High School,78963,unemployed/unskilled,Small City
100001755,Male,Not-Single,33,High School,108694,Skilled,Small City
100001756,Female,Not-Single,26,High School,100892,Skilled,Small City
100001757,Female,Single,36,High School,119560,Skilled,Small City
100001758,Female,Single,35,High School,116176,unemployed/unskilled,Small City
100001759,Male,Single,29,Unknown/Other,111854,Skilled,Small City
100001760,Female,Not-Single,26,High School,69831,unemployed/unskilled,Small City
100001761,Male,Single,31,Unknown/Other,69375,unemployed/unskilled,Small City
100001762,Male,Not-Single,26,High School,71310,unemployed/unskilled,Small City
100001763,Male,Single,47,High School,73913,unemployed/unskilled,Small City
100001764,Male,Not-Single,20,High School,95492,Skilled,Small City
100001765,Male,Single,45,High School,109329,unemployed/unskilled,Small City
100001766,Male,Single,36,High School,116027,Skilled,Small City
100001767,Male,Not-Single,31,High School,81987,unemployed/unskilled,Small City
100001768,Female,Single,41,High School,83481,unemployed/unskilled,Small City
100001769,Female,Single,31,Unknown/Other,72361,unemployed/unskilled,Small City
100001770,Female,Not-Single,27,High School,106625,unemployed/unskilled,Small City
100001771,Female,Not-Single,32,High School,123707,Skilled,Small City
100001772,Female,Single,43,High School,79353,unemployed/unskilled,Small City
100001773,Female,Single,32,Unknown/Other,68347,unemployed/unskilled,Small City
100001774,Female,Not-Single,29,High School,115832,Skilled,Small City
100001775,Male,Single,37,High School,89946,unemployed/unskilled,Small City
100001776,Female,Single,35,High School,86319,unemployed/unskilled,Small City
100001777,Female,Not-Single,23,High School,70963,unemployed/unskilled,Small City
100001778,Male,Single,40,High School,106120,Skilled,Small City
100001779,Female,Not-Single,26,High School,97856,Skilled,Small City
100001780,Male,Single,28,Unknown/Other,61824,unemployed/unskilled,Small City
100001781,Female,Not-Single,40,High School,103907,Skilled,Small City
100001782,Female,Not-Single,26,High School,99953,unemployed/unskilled,Small City
100001783,Female,Not-Single,23,High School,113413,Skilled,Small City
100001784,Male,Single,26,Unknown/Other,107091,unemployed/unskilled,Small City
100001785,Male,Single,26,Unknown/Other,124783,Skilled,Small City
100001786,Female,Single,49,High School,92281,unemployed/unskilled,Small City
100001787,Female,Not-Single,26,High School,96219,Skilled,Small City
100001788,Female,Single,35,High School,86221,unemployed/unskilled,Small City
100001789,Female,Not-Single,24,High School,80962,unemployed/unskilled,Small City
100001790,Female,Single,46,High School,78754,unemployed/unskilled,Small City
100001791,Male,Single,26,Unknown/Other,60026,unemployed/unskilled,Small City
100001792,Male,Single,47,High School,88157,unemployed/unskilled,Small City
100001793,Male,Single,27,Unknown/Other,59881,unemployed/unskilled,Small City
100001794,Male,Not-Single,41,High School,112818,Skilled,Small City
100001795,Female,Not-Single,29,High School,102250,Skilled,Small City
100001796,Female,Not-Single,28,High School,38980,unemployed/unskilled,Small City
100001797,Female,Not-Single,33,High School,81807,unemployed/unskilled,Small City
100001798,Female,Single,50,High School,93148,unemployed/unskilled,Small City
100001799,Female,Not-Single,32,High School,108032,Skilled,Small City
100001800,Male,Not-Single,31,High School,89335,unemployed/unskilled,Small City
100001801,Male,Single,52,High School,95639,unemployed/unskilled,Small City
100001802,Male,Single,53,High School,124902,Skilled,Small City
100001803,Female,Not-Single,34,High School,87801,unemployed/unskilled,Small City
100001804,Female,Not-Single,22,High School,92538,Skilled,Small City
100001805,Male,Not-Single,33,High School,83687,unemployed/unskilled,Small City
100001806,Male,Single,32,Unknown/Other,128310,Skilled,Small City
100001807,Female,Single,45,High School,104754,unemployed/unskilled,Small City
100001808,Male,Not-Single,25,High School,68222,unemployed/unskilled,Small City
100001809,Female,Not-Single,41,High School,97006,unemployed/unskilled,Small City
100001810,Female,Single,36,High School,107372,unemployed/unskilled,Small City
100001811,Female,Not-Single,27,High School,110511,Skilled,Small City
100001812,Male,Single,40,High School,72193,unemployed/unskilled,Small City
100001813,Female,Single,37,High School,95972,unemployed/unskilled,Small City
100001814,Male,Single,35,High School,105556,unemployed/unskilled,Small City
100001815,Male,Single,34,High School,88701,unemployed/unskilled,Small City
100001816,Female,Single,28,Unknown/Other,117710,Skilled,Small City
100001817,Female,Single,44,High School,76057,unemployed/unskilled,Small City
100001818,Male,Not-Single,27,High School,100392,Skilled,Small City
100001819,Female,Single,50,High School,113308,Skilled,Small City
100001820,Female,Not-Single,18,High School,100924,Skilled,Small City
100001821,Female,Single,25,Unknown/Other,72188,unemployed/unskilled,Small City
100001822,Female,Not-Single,40,High School,70431,unemployed/unskilled,Small City
100001823,Male,Not-Single,28,High School,110103,Skilled,Small City
100001824,Female,Not-Single,23,High School,60825,unemployed/unskilled,Small City
100001825,Female,Not-Single,35,High School,75100,unemployed/unskilled,Small City
100001826,Female,Not-Single,28,High School,129327,Skilled,Small City
100001827,Female,Single,23,Unknown/Other,95541,Skilled,Small City
100001828,Male,Not-Single,34,High School,112777,Skilled,Small City
100001829,Female,Not-Single,29,High School,51496,unemployed/unskilled,Small City
100001830,Female,Single,35,High School,102781,Skilled,Small City
100001831,Female,Not-Single,32,High School,87494,unemployed/unskilled,Small City
100001832,Female,Single,46,High School,72728,unemployed/unskilled,Small City
100001833,Female,Not-Single,27,High School,114775,Skilled,Small City
100001834,Female,Not-Single,25,High School,124359,Skilled,Small City
100001835,Female,Not-Single,27,High School,101620,unemployed/unskilled,Small City
100001836,Female,Not-Single,24,High School,87964,unemployed/unskilled,Small City
100001837,Female,Single,33,Unknown/Other,69523,unemployed/unskilled,Small City
100001838,Female,Not-Single,24,High School,109486,Skilled,Small City
100001839,Female,Single,28,Unknown/Other,77206,unemployed/unskilled,Small City
100001840,Female,Single,35,High School,53608,unemployed/unskilled,Small City
100001841,Female,Not-Single,30,High School,118677,Skilled,Small City
100001842,Male,Single,43,High School,116512,Skilled,Small City
100001843,Male,Not-Single,21,High School,114756,unemployed/unskilled,Small City
100001844,Female,Not-Single,24,High School,65852,unemployed/unskilled,Small City
100001845,Male,Single,34,High School,75626,unemployed/unskilled,Small City
100001846,Female,Not-Single,26,High School,127455,Skilled,Small City
100001847,Male,Single,37,High School,107073,Skilled,Small City
100001848,Female,Not-Single,32,High School,82196,unemployed/unskilled,Small City
100001849,Female,Not-Single,33,High School,106741,unemployed/unskilled,Small City
100001850,Male,Not-Single,28,High School,94518,Skilled,Small City
100001851,Female,Not-Single,30,High School,114430,Skilled,Small City
100001852,Female,Not-Single,26,High School,57165,unemployed/unskilled,Small City
100001853,Female,Single,25,Unknown/Other,109610,unemployed/unskilled,Small City
100001854,Male,Single,33,Unknown/Other,113619,Skilled,Small City
100001855,Female,Not-Single,30,High School,93854,Skilled,Small City
100001856,Female,Not-Single,26,High School,129022,Skilled,Small City
100001857,Male,Not-Single,23,High School,66804,unemployed/unskilled,Small City
100001858,Male,Not-Single,25,High School,62689,unemployed/unskilled,Small City
100001859,Female,Single,40,High School,67619,unemployed/unskilled,Small City
100001860,Male,Single,46,High School,113495,unemployed/unskilled,Small City
100001861,Female,Not-Single,43,High School,48632,unemployed/unskilled,Small City
100001862,Female,Not-Single,22,High School,107394,unemployed/unskilled,Small City
100001863,Male,Not-Single,39,High School,72385,unemployed/unskilled,Small City
100001864,Female,Not-Single,27,High School,115934,unemployed/unskilled,Small City
100001865,Male,Single,40,High School,93183,unemployed/unskilled,Small City
100001866,Male,Single,24,Unknown/Other,63506,unemployed/unskilled,Small City
100001867,Female,Single,52,High School,113619,Skilled,Small City
100001868,Female,Not-Single,30,High School,121399,unemployed/unskilled,Small City
100001869,Female,Not-Single,34,High School,78281,unemployed/unskilled,Small City
100001870,Female,Single,38,High School,103926,Skilled,Small City
100001871,Male,Not-Single,39,High School,89097,unemployed/unskilled,Small City
100001872,Female,Single,29,Unknown/Other,80852,unemployed/unskilled,Small City
100001873,Male,Not-Single,25,High School,65207,unemployed/unskilled,Small City
100001874,Female,Not-Single,35,High School,93495,unemployed/unskilled,Small City
100001875,Male,Single,53,High School,121970,unemployed/unskilled,Small City
100001876,Male,Single,26,Unknown/Other,62027,unemployed/unskilled,Small City
100001877,Male,Single,33,High School,88602,unemployed/unskilled,Small City
100001878,Male,Not-Single,29,High School,89914,unemployed/unskilled,Small City
100001879,Male,Single,39,High School,83342,unemployed/unskilled,Small City
100001880,Male,Single,29,Unknown/Other,103439,Skilled,Small City
100001881,Male,Single,26,Unknown/Other,115451,Skilled,Small City
100001882,Male,Single,24,Unknown/Other,68250,unemployed/unskilled,Small City
100001883,Female,Not-Single,21,High School,113630,unemployed/unskilled,Small City
100001884,Female,Not-Single,26,High School,125880,Skilled,Small City
100001885,Female,Not-Single,20,High School,91177,unemployed/unskilled,Small City
100001886,Female,Single,35,High School,73266,unemployed/unskilled,Small City
100001887,Female,Not-Single,24,High School,69021,unemployed/unskilled,Small City
100001888,Female,Single,40,High School,122593,Skilled,Small City
100001889,Female,Single,44,High School,122180,Skilled,Small City
100001890,Male,Single,29,Unknown/Other,75160,unemployed/unskilled,Small City
100001891,Female,Not-Single,39,High School,81973,unemployed/unskilled,Small City
100001892,Female,Not-Single,35,High School,92194,unemployed/unskilled,Small City
100001893,Male,Single,42,High School,107380,unemployed/unskilled,Small City
100001894,Female,Single,32,High School,98023,Skilled,Small City
100001895,Male,Single,48,High School,94868,unemployed/unskilled,Small City
100001896,Male,Single,26,Unknown/Other,83442,unemployed/unskilled,Small City
100001897,Female,Not-Single,26,High School,109887,Skilled,Small City
100001898,Male,Single,42,High School,98876,unemployed/unskilled,Small City
100001899,Male,Single,48,High School,94962,unemployed/unskilled,Small City
100001900,Female,Not-Single,42,High School,130740,Skilled,Small City
100001901,Female,Not-Single,27,High School,94095,unemployed/unskilled,Small City
100001902,Female,Not-Single,37,High School,95071,unemployed/unskilled,Small City
100001903,Male,Single,33,Unknown/Other,117308,Skilled,Small City
100001904,Male,Single,33,High School,112093,Skilled,Small City
100001905,Female,Single,37,High School,123893,Skilled,Small City
100001906,Female,Not-Single,31,High School,80189,unemployed/unskilled,Small City
100001907,Male,Single,39,High School,124089,Skilled,Small City
100001908,Female,Single,40,High School,82673,unemployed/unskilled,Small City
100001909,Female,Not-Single,28,High School,88858,unemployed/unskilled,Small City
100001910,Female,Not-Single,26,High School,80540,unemployed/unskilled,Small City
100001911,Female,Not-Single,24,High School,84228,unemployed/unskilled,Small City
100001912,Male,Single,40,High School,103963,Skilled,Small City
100001913,Female,Not-Single,29,High School,102397,Skilled,Small City
100001914,Male,Single,43,High School,111563,Skilled,Small City
100001915,Male,Single,23,Unknown/Other,88260,unemployed/unskilled,Small City
100001916,Female,Single,34,High School,114767,Skilled,Small City
100001917,Female,Not-Single,42,High School,113275,Skilled,Small City
100001918,Female,Not-Single,33,High School,104755,Skilled,Small City
100001919,Female,Not-Single,32,High School,120525,Skilled,Small City
100001920,Female,Not-Single,26,High School,96082,unemployed/unskilled,Small City
100001921,Female,Not-Single,23,High School,87227,unemployed/unskilled,Small City
100001922,Female,Not-Single,26,High School,69333,unemployed/unskilled,Small City
100001923,Female,Not-Single,27,High School,87777,unemployed/unskilled,Small City
100001924,Male,Single,24,Unknown/Other,70978,unemployed/unskilled,Small City
100001925,Male,Single,27,Unknown/Other,104196,unemployed/unskilled,Small City
100001926,Female,Not-Single,26,High School,97551,Skilled,Small City
100001927,Female,Single,42,High School,78979,unemployed/unskilled,Small City
100001928,Female,Single,37,High School,82500,unemployed/unskilled,Small City
100001929,Female,Not-Single,26,High School,86306,unemployed/unskilled,Small City
100001930,Female,Not-Single,24,High School,78762,unemployed/unskilled,Small City
100001931,Female,Single,39,High School,125543,Skilled,Small City
100001932,Male,Single,26,Unknown/Other,70336,unemployed/unskilled,Small City
100001933,Male,Not-Single,35,High School,112975,Skilled,Small City
100001934,Male,Single,38,High School,96681,unemployed/unskilled,Small City
100001935,Female,Not-Single,24,High School,98922,Skilled,Small City
100001936,Female,Single,26,Unknown/Other,109250,Skilled,Small City
100001937,Male,Single,25,Unknown/Other,108960,unemployed/unskilled,Small City
100001938,Male,Single,40,High School,71302,unemployed/unskilled,Small City
100001939,Female,Single,48,High School,107757,unemployed/unskilled,Small City
100001940,Female,Not-Single,22,High School,111600,Skilled,Small City
100001941,Female,Not-Single,25,High School,102974,Skilled,Small City
100001942,Male,Not-Single,24,High School,63442,unemployed/unskilled,Small City
100001943,Male,Single,39,High School,118913,unemployed/unskilled,Small City
100001944,Male,Single,39,High School,80987,unemployed/unskilled,Small City
100001945,Female,Not-Single,21,High School,68790,unemployed/unskilled,Small City
100001946,Female,Single,27,Unknown/Other,86462,unemployed/unskilled,Small City
100001947,Male,Single,40,High School,76881,unemployed/unskilled,Small City
100001948,Female,Not-Single,37,High School,107409,Skilled,Small City
100001949,Female,Single,42,High School,69114,unemployed/unskilled,Small City
100001950,Female,Not-Single,31,High School,119167,Skilled,Small City
100001951,Female,Not-Single,31,High School,102018,Skilled,Small City
100001952,Male,Single,30,Unknown/Other,97680,Skilled,Small City
100001953,Female,Single,23,Unknown/Other,65062,unemployed/unskilled,Small City
100001954,Male,Single,33,Unknown/Other,118144,Skilled,Small City
100001955,Female,Not-Single,37,High School,124548,Skilled,Small City
100001956,Female,Single,29,Unknown/Other,85637,unemployed/unskilled,Small City
100001957,Female,Single,31,High School,113108,Skilled,Small City
100001958,Male,Single,39,High School,93554,unemployed/unskilled,Small City
100001959,Female,Not-Single,33,High School,42516,unemployed/unskilled,Small City
100001960,Male,Not-Single,26,High School,72429,unemployed/unskilled,Small City
100001961,Female,Not-Single,27,High School,110154,Skilled,Small City
100001962,Female,Single,20,Unknown/Other,60965,unemployed/unskilled,Small City
100001963,Female,Not-Single,27,High School,100618,unemployed/unskilled,Small City
100001964,Female,Not-Single,26,High School,71021,unemployed/unskilled,Small City
100001965,Male,Single,40,High School,94189,unemployed/unskilled,Small City
100001966,Male,Single,24,Unknown/Other,44742,unemployed/unskilled,Small City
100001967,Female,Not-Single,22,High School,103201,Skilled,Small City
100001968,Female,Not-Single,24,High School,62335,unemployed/unskilled,Small City
100001969,Female,Single,27,Unknown/Other,103787,Skilled,Small City
100001970,Male,Single,35,High School,99401,Skilled,Small City
100001971,Male,Not-Single,27,High School,105197,Skilled,Small City
100001972,Female,Not-Single,25,High School,115566,unemployed/unskilled,Small City
100001973,Female,Not-Single,34,High School,125843,unemployed/unskilled,Small City
100001974,Female,Single,24,Unknown/Other,67936,unemployed/unskilled,Small City
100001975,Female,Single,34,High School,120863,Skilled,Small City
100001976,Male,Single,42,High School,77317,unemployed/unskilled,Small City
100001977,Female,Single,38,High School,84653,unemployed/unskilled,Small City
100001978,Male,Single,42,High School,81606,unemployed/unskilled,Small City
100001979,Female,Single,35,High School,113380,unemployed/unskilled,Small City
100001980,Female,Not-Single,27,High School,100644,Skilled,Small City
100001981,Male,Single,25,Unknown/Other,64037,unemployed/unskilled,Small City
100001982,Female,Not-Single,23,High School,101350,Skilled,Small City
100001983,Female,Not-Single,34,High School,126334,Skilled,Small City
100001984,Female,Not-Single,28,High School,130877,Skilled,Small City
100001985,Male,Single,21,Unknown/Other,103470,Skilled,Small City
100001986,Female,Single,32,Unknown/Other,114588,Skilled,Small City
100001987,Female,Not-Single,21,High School,120682,Skilled,Small City
100001988,Male,Single,25,Unknown/Other,66628,unemployed/unskilled,Small City
100001989,Female,Not-Single,35,High School,124447,unemployed/unskilled,Small City
100001990,Female,Not-Single,25,High School,106567,unemployed/unskilled,Small City
100001991,Female,Not-Single,31,High School,78758,unemployed/unskilled,Small City
100001992,Male,Single,54,High School,128537,Skilled,Small City
100001993,Female,Single,51,High School,101074,unemployed/unskilled,Small City
100001994,Female,Single,38,High School,87670,unemployed/unskilled,Small City
100001995,Male,Single,45,High School,113414,Skilled,Small City
100001996,Female,Single,47,High School,123525,unemployed/unskilled,Small City
100001997,Female,Not-Single,27,High School,117744,Skilled,Small City
100001998,Male,Single,31,Unknown/Other,86400,unemployed/unskilled,Small City
100001999,Female,Not-Single,24,High School,97968,unemployed/unskilled,Small City
100002000,Male,Single,25,Unknown/Other,68416,unemployed/unskilled,Small City
